012345678910111213141516171819202122232425262728293031323334353637383940414243444546474849505152535455565758596061626364656667686970717273747576771.0,ΦΡΟΥΤΑ,ΠΟΛΥ
1.0,ΦΡΟΥΤΑ,ΝΕΡΟ
1.0,ΦΡΟΥΤΑ,ΔΗΛΗΤΗΡΙΑΣΗ
1.0,ΠΟΛΥ,ΦΡΟΥΤΑ
1.0,ΠΟΛΥ,ΔΗΛΗΤΗΡΙΑΣΗ
1.0,ΝΕΡΟ,ΦΡΟΥΤΑ
1.0,ΔΗΛΗΤΗΡΙΑΣΗ,ΦΡΟΥΤΑ
1.0,ΔΗΛΗΤΗΡΙΑΣΗ,ΠΟΛΥ
0.9999999403953552,ΠΟΛΥ,ΝΕΡΟ
0.9999999403953552,ΝΕΡΟ,ΠΟΛΥ
0.9999999403953552,ΝΕΡΟ,ΔΗΛΗΤΗΡΙΑΣΗ
0.9999999403953552,ΔΗΛΗΤΗΡΙΑΣΗ,ΝΕΡΟ
0.9999998807907104,ΠΩΣ;,ΓΕΙΑ
0.9999998807907104,ΓΕΙΑ,ΠΩΣ;
0.9999998807907104,ΑΥΤΗ_ΤΗ_ΣΤΙΓΜΗ,ΑΚΟΥΩ_ΜΕΙΩΝΩ
0.9999998807907104,ΑΚΟΥΩ_ΜΕΙΩΝΩ,ΑΥΤΗ_ΤΗ_ΣΤΙΓΜΗ
0.9999998211860657,ΠΩΣ;,ΜΠΟΡΩ
0.9999998211860657,ΜΠΟΡΩ,ΠΩΣ;
0.9999998211860657,ΑΥΤΙ,ΑΚΟΥΩ_ΜΕΙΩΝΩ
0.9999998211860657,ΑΚΟΥΩ_ΜΕΙΩΝΩ,ΑΥΤΙ
0.9999997019767761,ΝΙΩΘΩ,ΑΠΟΓΕΥΜΑ
0.9999997019767761,ΑΥΤΙ,ΑΥΤΗ_ΤΗ_ΣΤΙΓΜΗ
0.9999997019767761,ΑΥΤΗ_ΤΗ_ΣΤΙΓΜΗ,ΑΥΤΙ
0.9999997019767761,ΑΠΟΓΕΥΜΑ,ΝΙΩΘΩ
0.9999996423721313,ΜΠΟΡΩ,ΓΕΙΑ
0.9999996423721313,ΚΑΛΟ,ΑΠΟΓΕΥΜΑ
0.9999996423721313,ΓΕΙΑ,ΜΠΟΡΩ
0.9999996423721313,ΑΠΟΓΕΥΜΑ,ΚΑΛΟ
0.9999992251396179,ΝΙΩΘΩ,ΚΑΛΟ
0.9999992251396179,ΚΑΛΟ,ΝΙΩΘΩ
0.9999990463256836,ΦΡΟΥΤΑ,ΜΑΝΙΤΑΡΙΑ
0.9999990463256836,ΠΟΛΥ,ΜΑΝΙΤΑΡΙΑ
0.9999990463256836,ΝΕΡΟ,ΜΗ
0.9999990463256836,ΝΕΡΟ,ΜΑΝΙΤΑΡΙΑ
0.9999990463256836,ΜΗ,ΝΕΡΟ
0.9999990463256836,ΜΑΝΙΤΑΡΙΑ,ΦΡΟΥΤΑ
0.9999990463256836,ΜΑΝΙΤΑΡΙΑ,ΠΟΛΥ
0.9999990463256836,ΜΑΝΙΤΑΡΙΑ,ΝΕΡΟ
0.9999990463256836,ΜΑΝΙΤΑΡΙΑ,ΔΗΛΗΤΗΡΙΑΣΗ
0.9999990463256836,ΔΗΛΗΤΗΡΙΑΣΗ,ΜΑΝΙΤΑΡΙΑ
0.9999989867210388,ΦΡΟΥΤΑ,ΜΗ
0.9999989867210388,ΜΗ,ΦΡΟΥΤΑ
0.9999988079071045,ΠΟΛΥ,ΜΗ
0.9999988079071045,ΜΗ,ΠΟΛΥ
0.9999988079071045,ΜΗ,ΔΗΛΗΤΗΡΙΑΣΗ
0.9999988079071045,ΔΗΛΗΤΗΡΙΑΣΗ,ΜΗ
0.9999982714653015,ΜΗ,ΜΑΝΙΤΑΡΙΑ
0.9999982714653015,ΜΑΝΙΤΑΡΙΑ,ΜΗ
0.9999973773956299,ΧΑΠΙ,ΣΤΟΜΑΧΙ
0.9999973773956299,ΣΤΟΜΑΧΙ,ΧΑΠΙ
0.999997079372406,ΔΙΚΟ_ΣΟΥ,ΑΥΤΙ
0.999997079372406,ΑΥΤΙ,ΔΙΚΟ_ΣΟΥ
0.9999968409538269,ΣΤΟΜΑΧΙ,ΠΟΝΑΩ
0.9999968409538269,ΠΟΝΑΩ,ΣΤΟΜΑΧΙ
0.9999957084655762,ΔΙΚΟ_ΣΟΥ,ΑΚΟΥΩ_ΜΕΙΩΝΩ
0.9999957084655762,ΑΚΟΥΩ_ΜΕΙΩΝΩ,ΔΙΚΟ_ΣΟΥ
0.9999951720237732,ΔΙΚΟ_ΣΟΥ,ΑΥΤΗ_ΤΗ_ΣΤΙΓΜΗ
0.9999951720237732,ΑΥΤΗ_ΤΗ_ΣΤΙΓΜΗ,ΔΙΚΟ_ΣΟΥ
0.9999940395355225,ΔΙΚΟ_ΣΟΥ,ΑΚΟΥΟΓΡΑΜΜΑ
0.9999940395355225,ΑΚΟΥΟΓΡΑΜΜΑ,ΔΙΚΟ_ΣΟΥ
0.9999938607215881,ΧΑΠΙ,ΠΟΝΑΩ
0.9999938607215881,ΠΟΝΑΩ,ΧΑΠΙ
0.9999934434890747,ΕΝΤΑΞΕΙ,ΓΡΑΦΩ
0.9999934434890747,ΓΡΑΦΩ,ΕΝΤΑΞΕΙ
0.9999920129776001,ΦΑΡΜΑΚΟ,ΣΤΟΜΑΧΙ
0.9999920129776001,ΦΑΡΜΑΚΟ,ΠΟΝΑΩ
0.9999920129776001,ΣΤΟΜΑΧΙ,ΦΑΡΜΑΚΟ
0.9999920129776001,ΠΟΝΑΩ,ΦΑΡΜΑΚΟ
0.999991238117218,ΕΓΩ,ΓΕΙΑ
0.999991238117218,ΓΕΙΑ,ΕΓΩ
0.9999908804893494,ΚΑΛΟ,ΓΡΑΦΩ
0.9999908804893494,ΓΡΑΦΩ,ΚΑΛΟ
0.9999908208847046,ΧΑΠΙ,ΦΑΡΜΑΚΟ
0.9999908208847046,ΦΑΡΜΑΚΟ,ΧΑΠΙ
0.9999907612800598,ΜΠΟΡΩ,ΕΓΩ
0.9999907612800598,ΕΓΩ,ΜΠΟΡΩ
0.999990701675415,ΠΩΣ;,ΕΓΩ
0.999990701675415,ΕΓΩ,ΠΩΣ;
0.9999905228614807,ΝΙΩΘΩ,ΓΡΑΦΩ
0.9999905228614807,ΓΡΑΦΩ,ΝΙΩΘΩ
0.9999899864196777,ΜΗ,ΚΟΤΟΠΟΥΛΟ
0.9999899864196777,ΚΟΤΟΠΟΥΛΟ,ΜΗ
0.9999899864196777,ΓΡΑΦΩ,ΑΠΟΓΕΥΜΑ
0.9999899864196777,ΑΠΟΓΕΥΜΑ,ΓΡΑΦΩ
0.9999884366989136,ΑΥΤΙ,ΑΚΟΥΟΓΡΑΜΜΑ
